Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,outlet_age,Item_Visibility_bins,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_type_combined_Drinks,Item_type_combined_Food,Item_type_combined_Non-Consumable
FDE38,6.52,5090,Canned,164.2842,OUT046,1997,2818.3314,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDI35,14.0,4637,Starchy Foods,182.4634,OUT035,2004,5452.901999999999,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDN23,6.575,8153,Breads,146.0444,OUT013,1987,2612.5992,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCP54,15.35,3801,Household,124.37299999999999,OUT035,2004,2093.9410000000003,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDO39,6.985,11612,Meat,183.7608,OUT013,1987,2940.1728,36,highviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCT17,10.8,4739,Health and Hygiene,186.6214,OUT013,1987,2261.0568,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCK30,14.85,6870,Household,254.3698,OUT035,2004,4566.0564,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDM24,12.792854228644991,8495,Baking Goods,152.7366,OUT027,1985,1813.6392,38,viz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDA35,14.85,6123,Baking Goods,120.8072,OUT046,1997,4287.752,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCM07,9.395,4505,Others,83.2908,OUT013,1987,1258.362,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDD09,13.5,1816,Fruits and Vegetables,179.6976,OUT017,2007,1810.976,16,lowviz,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDW07,18.0,11843,Fruits and Vegetables,88.7514,OUT017,2007,1062.6168,16,highviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDM27,12.792854228644991,12158,Meat,158.7946,OUT027,1985,5522.811,38,highviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCY53,20.0,6685,Health and Hygiene,111.0544,OUT018,2009,894.8352,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDA10,20.35,11808,Snack Foods,123.2072,OUT017,2007,1225.072,16,highviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRB24,8.785,1583,Soft Drinks,156.4656,OUT035,2004,2162.5184,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
NCN53,12.792854228644991,3095,Health and Hygiene,35.4874,OUT027,1985,1693.7952,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDA31,7.1,10443,Fruits and Vegetables,171.708,OUT045,2002,3115.9440000000004,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDE24,14.85,9558,Baking Goods,140.9812,OUT017,2007,3277.0676,16,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDA04,11.3,7466,Frozen Foods,259.1962,OUT018,2009,5438.9202,14,viz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDV26,20.25,8274,Dairy,196.7794,OUT045,2002,2731.1116,21,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDF40,12.792854228644991,1899,Dairy,250.9092,OUT027,1985,8217.3036,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDH34,12.792854228644991,3232,Snack Foods,186.6582,OUT027,1985,3715.164,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDO16,5.48,2304,Frozen Foods,83.325,OUT010,1998,416.125,25,lowviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDZ43,11.0,6509,Fruits and Vegetables,241.7512,OUT046,1997,3635.268,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
DRJ51,14.1,0,Dairy,231.9668,OUT049,1999,1842.9344,24,,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
NCL07,12.792854228644991,6259,Others,40.548,OUT019,1985,39.948,38,lowviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
FDU58,6.61,2904,Snack Foods,186.0898,OUT035,2004,2619.2572,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDI26,5.94,3770,Canned,177.9344,OUT035,2004,4460.86,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDG24,7.975,889,Baking Goods,83.125,OUT017,2007,2579.975,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCM19,12.65,5446,Others,112.5202,OUT046,1997,787.6414,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
NCO29,11.15,3403,Health and Hygiene,166.3526,OUT049,1999,986.7156,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
NCM05,6.825,9952,Health and Hygiene,262.7226,OUT010,1998,264.3226,25,viz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
NCE07,8.18,686,Household,142.6154,OUT046,1997,709.077,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDR10,17.6,374,Snack Foods,160.4552,OUT017,2007,2599.2832,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDO12,15.75,6279,Baking Goods,194.3452,OUT049,1999,2740.4328,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDC17,12.15,1000,Frozen Foods,211.8928,OUT046,1997,5890.9984,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF34,9.3,2041,Snack Foods,197.6084,OUT010,1998,595.2252,25,lowviz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDO22,13.5,1303,Snack Foods,78.796,OUT018,2009,239.688,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDT52,9.695,5477,Frozen Foods,246.0144,OUT035,2004,4165.2448,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDR24,12.792854228644991,7008,Baking Goods,88.383,OUT027,1985,2067.3089999999997,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDP08,20.5,10540,Fruits and Vegetables,192.2478,OUT046,1997,3874.9559999999997,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF39,14.85,1485,Dairy,262.591,OUT046,1997,4996.829000000001,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCQ06,13.0,4727,Household,256.1014,OUT013,1987,2550.014,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDR04,7.075,1922,Frozen Foods,95.7068,OUT013,1987,583.2408,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDQ32,17.85,5368,Fruits and Vegetables,125.1388,OUT035,2004,1981.4208,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
DRD15,10.6,9622,Dairy,232.4642,OUT010,1998,697.0926,25,viz,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
FDB02,9.695,2938,Canned,175.137,OUT018,2009,3705.177,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCS18,12.65,4834,Household,108.0938,OUT018,2009,1607.9070000000002,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
NCS30,5.945,12116,Household,127.9652,OUT010,1998,645.826,25,highviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
FDN15,17.5,1173,Meat,141.418,OUT045,2002,1957.4520000000002,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCL31,7.39,10931,Others,143.847,OUT017,2007,4866.998,16,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDV31,9.8,12626,Fruits and Vegetables,177.937,OUT010,1998,176.437,25,highviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDF38,11.8,2502,Canned,40.6138,OUT013,1987,406.13800000000003,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRK59,8.895,11192,Hard Drinks,235.5616,OUT010,1998,468.7232,25,viz,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
DRJ24,11.8,10600,Soft Drinks,186.8924,OUT049,1999,2961.4784,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDW51,12.792854228644991,9576,Meat,213.356,OUT027,1985,6817.7919999999995,38,viz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDN49,17.25,11145,Breakfast,41.248000000000005,OUT046,1997,679.1160000000001,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDE20,11.35,37,Fruits and Vegetables,168.37900000000002,OUT017,2007,3225.801,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDV38,19.25,10022,Dairy,54.3956,OUT045,2002,873.5296,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDH60,19.7,8672,Baking Goods,198.41099999999997,OUT017,2007,2553.343,16,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCD55,14.0,2159,Household,40.2454,OUT049,1999,922.7988,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDU13,8.355,12736,Canned,146.4418,OUT017,2007,3089.9778,16,highviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDZ07,15.1,9561,Fruits and Vegetables,62.3194,OUT049,1999,495.3552,24,viz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDY13,12.1,3092,Canned,77.367,OUT045,2002,612.536,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDP56,8.185,5364,Fruits and Vegetables,48.6692,OUT045,2002,1182.4608,21,lowviz,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
FDY40,15.5,8998,Frozen Foods,49.0692,OUT013,1987,295.6152,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDW40,14.0,10215,Frozen Foods,144.2812,OUT046,1997,4844.3608,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCW17,18.0,1447,Health and Hygiene,129.3994,OUT035,2004,3340.9844,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
DRN37,9.6,0,Soft Drinks,166.5158,OUT049,1999,3509.4318,24,,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
FDZ19,12.792854228644991,9472,Fruits and Vegetables,177.7712,OUT027,1985,4921.5936,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDW34,9.6,3867,Snack Foods,244.11700000000002,OUT013,1987,5346.374,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDC28,12.792854228644991,6242,Frozen Foods,107.8254,OUT027,1985,2387.5588,38,lowviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDB29,16.7,6017,Frozen Foods,114.7176,OUT017,2007,2404.8696,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDE26,9.3,9203,Canned,144.9786,OUT049,1999,1011.3502,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDG45,8.1,11263,Fruits and Vegetables,210.9902,OUT035,2004,6371.706,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
NCC18,19.1,12623,Household,172.4422,OUT017,2007,1551.9798,16,highviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCU54,8.88,9849,Household,208.52700000000002,OUT018,2009,3145.905,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDF26,6.825,5404,Canned,153.7998,OUT017,2007,922.7988,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDX52,11.5,4776,Frozen Foods,194.782,OUT035,2004,3475.4759999999997,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDR04,7.075,1941,Frozen Foods,98.8068,OUT017,2007,2527.3768,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCP06,20.7,4453,Household,151.7366,OUT017,2007,604.5464,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDN25,7.895,6914,Breakfast,56.7588,OUT049,1999,343.5528,24,lowviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCH42,6.86,4044,Household,229.601,OUT018,2009,2526.7110000000002,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDO46,9.6,794,Snack Foods,187.1872,OUT013,1987,3214.4824,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCG54,12.1,8577,Household,172.1106,OUT046,1997,3422.212,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDU07,11.1,6770,Fruits and Vegetables,151.8366,OUT013,1987,1057.9562,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRJ11,9.5,0,Hard Drinks,190.9872,OUT045,2002,3025.3952,21,,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDH10,21.0,5712,Snack Foods,193.0478,OUT049,1999,1549.9824,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDN56,5.46,10318,Fruits and Vegetables,144.9786,OUT046,1997,2022.7004,26,viz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDY56,12.792854228644991,10401,Fruits and Vegetables,225.3062,OUT019,1985,677.1186,38,viz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
NCQ53,17.6,1383,Health and Hygiene,236.25900000000001,OUT013,1987,4727.18,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCN54,20.35,1753,Household,75.8328,OUT045,2002,154.4656,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCC43,7.39,9464,Household,249.5066,OUT049,1999,4267.1122,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FDB35,12.792854228644991,10580,Starchy Foods,92.9804,OUT019,1985,183.7608,38,viz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDX33,9.195,10775,Snack Foods,160.2578,OUT013,1987,4492.8184,36,viz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCT06,17.1,4351,Household,166.2842,OUT035,2004,4807.7418,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDM50,13.0,3097,Canned,59.321999999999996,OUT018,2009,539.298,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDC37,15.5,3495,Baking Goods,107.2938,OUT049,1999,2143.876,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCT54,8.695,10901,Household,94.8094,OUT018,2009,1428.141,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDG34,12.792854228644991,4101,Snack Foods,107.8254,OUT027,1985,1410.8302,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
NCW54,7.5,9686,Household,55.3588,OUT046,1997,1030.6584,26,viz,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
FDZ46,7.485,7639,Snack Foods,112.1228,OUT018,2009,1105.228,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCK19,9.8,9329,Others,194.3478,OUT045,2002,4649.9472,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCQ05,11.395,1824,Health and Hygiene,150.8708,OUT045,2002,4363.6532,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
NCE54,20.7,2615,Household,76.7354,OUT035,2004,2482.7682,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDH17,16.2,1161,Frozen Foods,96.3726,OUT049,1999,2740.4328,24,lowviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDB23,12.792854228644991,312,Starchy Foods,225.9062,OUT019,1985,451.4124,38,lowviz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
DRL49,13.15,6433,Soft Drinks,144.2812,OUT046,1997,1282.3308,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDT03,21.25,352,Meat,182.3608,OUT046,1997,551.2824,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDW59,13.15,1631,Breads,84.3566,OUT045,2002,761.0094,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCB18,19.6,4653,Household,89.2514,OUT045,2002,1416.8224,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDI22,12.6,9714,Snack Foods,208.7612,OUT017,2007,5226.53,16,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDZ50,12.8,8552,Dairy,181.7608,OUT017,2007,4961.5416,16,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDS14,7.285,0,Dairy,155.1288,OUT017,2007,1414.1592,16,,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCN19,13.1,580,Others,190.253,OUT017,2007,4174.566,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDG46,8.63,3504,Snack Foods,114.6518,OUT045,2002,2846.295,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDS04,10.195,11931,Frozen Foods,141.5838,OUT017,2007,1685.8056,16,highviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDM58,16.85,0,Snack Foods,110.0544,OUT049,1999,2572.6512,24,,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDB60,9.3,2845,Baking Goods,193.0136,OUT049,1999,4860.34,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDH28,15.85,10452,Frozen Foods,36.7506,OUT018,2009,531.3084,14,viz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
NCU53,5.485,4898,Health and Hygiene,163.7842,OUT045,2002,1657.842,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDL44,18.25,595,Fruits and Vegetables,162.8894,OUT013,1987,3397.5774,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDI22,12.6,9664,Snack Foods,208.9612,OUT013,1987,4181.224,36,viz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRM37,12.792854228644991,12411,Soft Drinks,197.8768,OUT019,1985,197.0768,38,highviz,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FDX40,12.85,9870,Frozen Foods,38.1164,OUT045,2002,656.4788,21,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
DRG15,6.13,8306,Dairy,59.4536,OUT035,2004,2021.3688,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
FDV19,12.792854228644991,6940,Fruits and Vegetables,159.1578,OUT019,1985,160.4578,38,lowviz,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
DRF01,5.655,12564,Soft Drinks,145.0102,OUT013,1987,1895.5326,36,highviz,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
NCV54,11.1,0,Household,119.1124,OUT046,1997,1303.6364,26,,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDO21,11.6,315,Snack Foods,223.0404,OUT018,2009,1125.202,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDA40,16.0,9890,Frozen Foods,87.0856,OUT049,1999,527.3136,24,viz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDE59,12.15,6992,Starchy Foods,34.6532,OUT049,1999,719.064,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDX47,6.55,3751,Breads,158.8288,OUT018,2009,4399.6064,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDW34,9.6,3876,Snack Foods,244.417,OUT046,1997,1944.136,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCM30,19.1,7524,Household,43.0796,OUT018,2009,619.194,14,viz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
FDA02,14.0,3004,Dairy,143.0786,OUT013,1987,3178.5292,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDV19,14.85,3824,Fruits and Vegetables,160.9578,OUT035,2004,2246.4092,19,lowviz,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
FDT48,4.92,5282,Baking Goods,198.8084,OUT013,1987,2976.1259999999997,36,lowviz,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDD09,13.5,1794,Fruits and Vegetables,182.4976,OUT045,2002,1629.8784,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDZ25,15.7,2745,Canned,169.27900000000002,OUT045,2002,3735.138,21,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCE19,8.97,9471,Household,55.2956,OUT035,2004,873.5296,19,viz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
DRE25,15.35,7982,Soft Drinks,91.81200000000001,OUT046,1997,1771.0279999999998,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
FDC14,12.792854228644991,4605,Canned,41.2454,OUT027,1985,1342.2528,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDO15,12.792854228644991,200,Meat,72.5038,OUT027,1985,2512.7292,38,lowviz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDC46,17.7,10768,Snack Foods,184.0266,OUT017,2007,2397.5458,16,viz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
NCX42,6.36,61,Household,163.3526,OUT035,2004,2631.2416,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
FDK52,12.792854228644991,0,Frozen Foods,225.3062,OUT027,1985,4288.4178,38,,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDD04,12.792854228644991,12157,Dairy,142.9154,OUT019,1985,141.8154,38,highviz,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
FDF12,8.235,8781,Baking Goods,149.3076,OUT046,1997,2808.3444,26,viz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
NCL41,12.35,4730,Health and Hygiene,34.8216,OUT049,1999,311.5944,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
NCW41,18.0,997,Health and Hygiene,158.9604,OUT046,1997,1584.604,26,lowviz,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDO60,20.0,6553,Baking Goods,43.1086,OUT010,1998,89.2172,25,lowviz,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDZ55,6.055,2330,Fruits and Vegetables,159.692,OUT018,2009,5592.72,14,lowviz,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDZ59,6.63,12538,Baking Goods,166.85,OUT010,1998,499.35,25,highviz,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
FDO24,12.792854228644991,12576,Baking Goods,158.9604,OUT027,1985,4436.8912,38,highviz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDW14,8.3,4283,Dairy,87.1198,OUT018,2009,959.4178,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDD40,20.25,901,Dairy,193.8162,OUT013,1987,3463.4916,36,lowviz,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDJ38,8.6,4548,Canned,191.453,OUT049,1999,1707.777,24,lowviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCO54,19.5,823,Household,55.4614,OUT017,2007,552.614,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
FDJ10,5.095,11366,Snack Foods,141.6838,OUT045,2002,3231.1274,21,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDK27,11.0,267,Meat,119.9756,OUT017,2007,1938.8096,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDR09,18.25,8407,Snack Foods,260.5962,OUT049,1999,3884.9429999999998,24,viz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDO60,20.0,0,Baking Goods,43.4086,OUT018,2009,401.4774,14,,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDX50,12.792854228644991,8068,Dairy,109.5228,OUT027,1985,3757.7752,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDR44,12.792854228644991,10046,Fruits and Vegetables,131.4968,OUT027,1985,1565.9616,38,viz,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
FDD17,7.5,3480,Frozen Foods,239.6906,OUT017,2007,2614.5966,16,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDI60,7.22,4297,Baking Goods,62.951,OUT018,2009,1138.518,14,lowviz,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
FDH31,12.0,1549,Meat,98.6042,OUT046,1997,1091.2462,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDL50,12.15,4854,Canned,123.5046,OUT017,2007,1743.0644,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDO21,11.6,317,Snack Foods,223.1404,OUT017,2007,5175.9292,16,lowviz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDW12,8.315,3873,Baking Goods,144.4444,OUT046,1997,2902.888,26,lowviz,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDT15,12.15,4885,Meat,183.695,OUT049,1999,2929.52,24,lowviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
FDV25,5.905,5260,Canned,222.1456,OUT049,1999,5747.1856,24,lowviz,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
DRH13,8.575,2092,Soft Drinks,105.82799999999999,OUT045,2002,958.752,21,lowviz,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
FDG21,17.35,11912,Seafood,147.905,OUT049,1999,2247.075,24,highviz,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
NCI55,18.6,645,Household,123.1414,OUT035,2004,2314.9866,19,lowviz,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
NCO06,12.792854228644991,10338,Household,34.8558,OUT027,1985,441.4254,38,viz,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
FDR27,15.1,9672,Meat,133.4942,OUT045,2002,1457.4362,21,viz,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
FDA22,12.792854228644991,0,Starchy Foods,167.5158,OUT027,1985,4345.0108,38,,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
